식품명,1회제공량,에너지(kcal),단백질(g),지방(g),탄수화물(g),총당류(g)
포도씨유,100,920,0,99.93,0.01,0
해바라기유,100,919,0,99.76,0.2,0
호두유,100,917,0,99.57,0.39,0
혼합식물성유,100,886,0,100,0,-
"감잎차, 가루",100,335,12.2,2.8,67.5,-
"결명자차, 말린것",100,391,19.8,4.9,67,-
"계피차, 가루",100,357,0,1.4,89,-
"구기자차, 말린것",100,384,14.6,10.7,57.2,-
"구절초차, 말린것",100,345,11.1,1.3,72.1,-
"국화차, 말린것",100,358,14.5,2.3,69.9,-
"녹차, 가루",100,379,22.37,2.47,66.91,-
"녹차, 말린것",100,388,26.66,2.73,64.17,0
"녹차, 인동녹차, 말린것",100,329,16.8,1,63.3,-
"녹차, 장군차, 말린것",100,361,28,1,59.9,-
녹차,100,2,0.05,0,0.4,0
"녹차, 현미",100,1,0.02,0,0.15,0
"녹차라떼, 가루",100,466,5.28,17.16,72.5,28.9
다래나무순차,100,1,0.1,0,0.1,-
대추차,100,75,0.12,0.44,17.75,12.4
도라지차,100,22,0.3,-,5.1,-
"두충차, 가루",100,354,14.3,3.8,67.9,-
둥굴레차,100,1,0,0.01,0.27,0
민들레차,100,0,0.01,0,0.05,0.05
보리차,100,0,0,0,0.07,0
보이차,100,0,0.12,0,0,0.05
사과차,100,167,0.1,0,41.6,-
"상지차, 말린것",100,360,6,2.4,78.6,-
"생강차, 가루",100,353,0.1,0.2,90.7,-
생강청,100,246,0.1,0.65,59.9,57.61
"쌍화차, 가루",100,411,1.64,3.81,92.61,42.6
"쑥차, 말린것",100,338,26.3,0.8,56.4,-
야콘차,100,98,0.6,0,24,-
"오미자차, 말린것",100,371,16.3,7,60.8,-
우롱차,100,0,Tr,0,0.1,-
"우롱차, 캔",100,0,0,0,0.1,-
유자청,100,246,0.2,0.2,62.8,-
"유자차, 고형물 포함",100,73,0.03,0.01,18.05,13.6
"율무차, 가루",100,463,8.57,17.17,68.56,23.46
"인삼차, 과립차, 가루",100,397,0.89,0.78,96.52,82.5
"치커리차, 말린것",100,369,7.3,0.2,84.6,-
카모마일차,100,1,0,0,0.2,0
"커피, 아메리카노(2샷)",100,2,0.02,0.02,0.48,0.01
"커피, 에스프레소",100,22,0.2,0.22,4.93,0.04
"커피, 원두",100,4,0.2,Tr,0.7,0
"커피, 캔",100,38,0.81,0.12,8.34,7.06
"커피, 커피가루, 디카페인",100,351,11.6,0.2,76,0
"커피, 커피가루, 인스턴트",100,348,19.81,0.49,66.06,0
"커피, 커피가루, 물에 탄것(중량 1g)",100,4,0.2,0.01,0.7,0
"커피, 커피가루, 설탕, 인스턴트",100,374,6.6,0.17,88.65,62.33
"커피, 커피가루, 설탕, 물에 탄것(중량 2.7g)",100,17,0.18,0,3.98,1.68
"커피, 커피가루, 설탕, 크림, 인스턴트",100,426,3.59,8.54,83.8,49.52
"커피, 커피가루, 설탕, 크림, 물에 탄것(중량 12g)",100,51,0.43,1.03,10.06,5.94
"코코아, 가루",100,268,22.85,20.06,43.63,0.49
"코코아, 밀크코코아, 가루",100,423,9.84,9.45,74.63,55.67
헛개 음료,100,1,0,0,0.26,0.05
"홍삼차, 가루",100,382,1.3,0.7,95.8,-
홍삼 음료,100,40,0.28,0.24,9.27,6.32
홍차,100,2,0.23,0.04,0.26,0.03
"홍차, 레몬",100,33,-,-,8.3,-
"홍차, 복숭아, 가루",100,397,0.32,0.38,98.12,42.31
"홍차, 복숭아, 캔",100,30,0,0,7.59,6.27
레모네이드,100,38,0,0,9.56,8.71
매실 음료,100,44,0.06,0.01,11.02,9.85
"셰이크, 딸기맛",100,113,3.4,2.8,18.9,-
"셰이크, 바닐라맛",100,148,3.37,6.52,19.59,13.63
"셰이크, 초콜릿맛",100,119,3.05,2.7,21.15,20.85
"식혜, 캔",100,32,0.06,0,7.91,5.94
쌀 음료,100,54,0.2,0.8,11.4,-
"이온 음료, 레몬향",100,37,0,0,9.16,5.62
"젖산 음료, 복숭아맛",100,36,0.21,0.01,8.85,7.32
채소 주스,100,39,0.86,0.05,8.66,7.13
"채소 주스, 녹즙",100,28,0.99,0.11,5.67,1.88
"탄산 음료, 레몬소다",100,44,0,0,10.88,9.19
"탄산 음료, 보리소다",100,47,0,0,11.77,9.73
"탄산 음료, 사이다",100,40,0,0,9.98,8.81
"탄산 음료, 소다수",100,0,0,0,0,0
"탄산 음료, 오렌지소다",100,48,0,0,12.08,10.66
"탄산 음료, 요구르트소다",100,47,0,0,11.74,9.42
"탄산 음료, 저칼로리콜라",100,2,0.11,0.03,0.29,0
"탄산 음료, 진저에일",100,34,0,0,8.76,8.9
"탄산 음료, 콜라",100,38,0,0,9.46,9.03
"탄산 음료, 파인애플소다",100,45,0,0.1,11.3,-
"탄산 음료, 포도소다",100,52,0,0,13.07,11.17
"혼합 음료, 비타민C 함유",100,56,0,0.01,13.89,5.68
토닉워터,100,34,0,0,8.8,8.8
"고량주, 알코올 50%",100,355,0,0,0,0
돌복숭아주,100,35,0.1,0.6,7.2,-
드라이진,100,280,0,Tr,0.1,-
럼,100,237,0,Tr,0.1,-
"막걸리, 알코올 6%",100,54,0.98,0.15,1.56,0.52
매실주,100,155,0.1,Tr,20.7,-
"맥주, 알코올 4.5%",100,46,0.21,0.01,3.27,0.17
"맥주, 흑맥주, 알코올 4.2%",100,45,0.4,Tr,3.6,-
"보드카, 알코올 40%",100,237,0,0,Tr,-
"복분자주, 알코올 15%",100,137,0.12,0,7.49,5.38
"브랜디, 알코올 43%",100,234,0,0,0,-
"샴페인, 알코올 6%",100,45,0,0,0.5,-
"소주, 알코올 17.8%",100,127,0,0,0.08,0
"소주, 알코올 25%",100,178,0,0,0,-
"오가피주, 알코올 13%",100,107,1.7,-,1.9,-
"위스키, 알코올 40%",100,284,0.03,0,0.07,0.02
"청주, 알코올 16%",100,132,0.41,0,4.24,3.11
"칵테일, 다이키리",100,125,0,0,15.7,-
"칵테일, 위스키사워, 알코올 16.8%",100,149,0,0.03,13.17,-
"칵테일, 테킬라썬라이즈",100,110,0.3,0.1,11.3,-
"칵테일, 페퍼민트, 알코올 20%",100,300,0,0,37.6,-
"칵테일, 피냐콜라다, 알코올 9.9%",100,237,0.6,7.6,27.6,-
"포도주, 백포도주, 무스카데",100,82,0.07,0,5.23,-
"포도주, 백포도주, 샤르도네",100,84,0.07,0,2.16,0.96
"포도주, 백포도주, 쇼비뇽블랑",100,81,0.07,0,2.05,-
"포도주, 백포도주, 알코올 12%",100,96,0.2,0,2.4,-
"포도주, 적포도주, 알코올 12%",100,105,0.2,0,4.8,-
"포도주, 적포도주, 알코올 13%",100,101,0.21,0,1.85,0.02
"간장, 개량, 양조",100,103,9.15,0,16.54,0
"간장, 개량, 산분해",100,54,7.41,0.19,5.59,2.78
"간장, 재래",100,34,5.92,0.03,2.47,0.29
겨자 페이스트,100,296,8.01,12.7,37.36,19.5
"겨자, 가루",100,413,18.35,22.68,49.97,5.5
"계피, 가루",100,343,3.55,0.51,81.07,0
"고기 소스, 통조림",100,96,3.8,5,10.1,-8.4
"고추냉이, 가루",100,299,29.94,3.45,55.1,30.51
"고추냉이, 페이스트",100,148,3.03,1.58,35.81,3.18
"고추장, 개량",100,205,3.66,1.38,51.76,21.84
"고추장, 재래",100,163,6.06,2.68,35.24,14.7
고춧가루,100,319,13.29,8.4,60.62,17.45
"골든세이지, 말린것",100,385,1.6,9.3,73.6,-
굴 소스,100,219,2.49,0.05,52.08,9.21
"깨소금, 가루, 볶은것",100,638,18.1,56.7,13.7,-
낫토,100,190,16.5,10,12.1,0.1
데리야끼 소스,100,89,5.93,0.02,15.56,14.1
"된장, 개량",100,193,13.73,7.25,18.94,5.45
"된장, 개량, 찌개용",100,173,12.5,5.59,18.5,5.4
"된장, 보리",100,164,10.9,2.1,25.3,-
"된장, 재래",100,142,13.6,6.89,7.26,0.41
라면 스프,100,246,17.4,3.1,37.2,-
"라벤다, 말린것",100,330,12.6,8.7,63.3,-
"레몬그라스(시트로넬라), 생것",100,99,1.82,0.49,25.31,-
"로즈마리, 말린것",100,331,4.88,15.22,64.06,-
마늘 페이스트,100,170,4.7,0.5,37,-1.2
"마늘, 가루",100,349,18.62,0.98,66.44,2.87
마요네즈,100,682,0.95,72.56,6.39,1.55
"마요네즈, 저칼로리",100,341,0.89,31.97,12.35,3.56
맛술,100,146,0.3,0.3,35.5,-
미소,100,187,11.71,6.03,21.84,5.55
"민트, 말린것",100,294,17.5,6.1,56.2,-
바비큐 소스,100,143,1.38,0.54,33.08,25.97
"뽕잎, 가루",100,275,24.2,2.7,54.2,-
사프란,100,310,11.43,5.85,65.37,-
"산초, 가루",100,302,9.66,4.01,68.57,0
"샐러드 드레싱, 사우전드아일랜드",100,287,1,23.23,18.44,10.79
"샐러드 드레싱, 이탈리안",100,155,0.33,9.54,16.92,9.44
"샐러드 드레싱, 프렌치",100,419,0.87,39.07,18.79,17.43
생강 페이스트,100,41,0.7,0.6,8.6,-1.4
"생강, 가루",100,367,12.55,3.29,71.74,2.27
소금,100,0,0,0,0,-
"소금, 가공염, 죽염",100,0,0.01,0.01,0,0
"소금, 가공염, 퉁퉁마디(함초)",100,21,0,0.01,5.17,0
"소금, 굵은소금",100,0,0,0,0,-
"소금, 정제염",100,2,0,0.01,0.39,0
"소금, 천일염",100,20,0.03,0,4.95,0
"소금, 천일염, 가는소금",100,24,0.06,0,5.99,0
"소금, 천일염, 굵은소금",100,16,0,0,3.91,0
"소금, 천일염, 소금꽃",100,21,0,0,5.3,-
"소금, 천일염, 토판염",100,16,0,0,4.1,-
"소금, 프랑스, 소금꽃",100,11,0,0,2.8,-
"소금, 프랑스, 토판염",100,16,0,0,4,-
소불고기 양념,100,181,2.17,0.01,42.98,28.19
"스파게티 소스, 토마토, 병조림",100,81,1.52,2.4,13.43,6.59
"식초, 감식초",100,10,1.62,0,0.9,0
"식초, 발사믹",100,88,0.49,0,17.03,14.95
"식초, 배식초",100,43,0.2,0,10.5,-
"식초, 사과식초",100,11,0,0,2.7,-
"식초, 쌀식초",100,46,0.2,0,7.4,-
"식초, 알로에식초",100,12,0.1,0,3,-
"식초, 양조",100,1,0.02,0,0.34,0
"식초, 포도식초",100,22,0.1,Tr,1.2,-
"식초, 현미식초",100,17,0.1,0.01,4.18,0
쌈장,100,240,9.88,4.81,39.18,21.08
"양파, 가루",100,363,8.8,1.1,79.8,-
"오레가노, 말린것",100,265,9,4.28,68.92,4.09
"올스파이스, 가루",100,364,5.6,5.6,75.2,-
우스터 소스,100,77,0,0,19.17,10.03
"월계수, 잎, 말린것",100,313,7.61,8.36,74.97,-
"육두구, 가루",100,520,5.7,38.5,47.5,-
"정향, 가루",100,398,7.2,13.6,66.4,-
"조미료, 멸치맛, 가루",100,211,14.12,2.81,32.37,4.51
"조미료, 쇠고기맛, 가루",100,257,5.86,4.09,49.11,14.87
"조미료, 액상",100,77,6.19,0,13.02,0
"짜장 소스, 가루",100,351,10.51,4.33,67.42,10.23
"짜장 소스, 레토르트",100,93,2.42,3.22,13.5,0
"짜장 소스, 춘장",100,206,11.8,4.16,30.46,8.06
청국장,100,108,10.2,0.8,14.9,-
"청국장, 가루",100,411,38.8,16.4,28.8,-
"청국장, 찌개용",100,136,10.93,5.88,10.42,1.55
초고추장,100,211,3.79,1.17,53.78,36.02
칠리 소스,100,112,1.8,0.1,26.3,-
"칠리, 가루",100,374,15,8.2,60.1,-
"카레 소스, 가루",100,425,8.38,18.69,55.76,6.66
"카레 소스, 레토르트",100,72,2.47,1.89,11.39,7.41
"코리아타임, 말린것",100,378,1.4,6.2,79.2,-
"타라곤, 말린것",100,295,22.77,7.24,50.22,-
"타임, 가루",100,342,6.5,5.2,69.8,-
템페,100,192,20.29,10.8,7.64,-
토마토 소스,100,41,2,0.2,8.5,-5.3
토마토 케첩,100,135,1.78,0.08,31.73,20.76
"파슬리, 말린것",100,292,26.63,5.48,50.64,7.27
"파프리카, 가루",100,385,15.5,11.6,55.6,-
"페퍼민트, 생것",100,70,3.75,0.94,14.89,-
포크커틀릿 소스,100,133,0.6,0.02,32.54,22.31
핫 소스,100,47,1.44,0.63,8.8,5.72
"후추, 검은색, 가루",100,362,12.87,5,66.33,0.65
"후추, 흰색, 가루",100,376,10.1,6.4,70.1,-0.6
간짜장,100,127,3.4,3.4,20.6,-
갈비탕,100,40,4.6,1.8,1.3,-
게살죽,100,71,2.2,0.9,13.4,-
고추잡채,100,128,5.5,6,13.1,-
곰탕,100,83,10,4.3,1,-
김밥,100,158,3.6,3.2,28.8,-
"김밥, 김치 김밥",100,138,4.4,2.6,24.3,-
"김밥, 샐러드 김밥",100,162,3.8,5.4,24.6,-
"김밥, 소고기 김밥",100,161,6.4,3.9,25,-
"김밥, 참치 김밥",100,167,5.8,5.1,24.5,-
김치찌개,100,61,3.8,3.8,3,-
깐풍기,100,295,13.1,18.5,18.9,-
깨죽,100,64,1.7,2,9.9,-
꼬리곰탕,100,110,14.6,5.4,0.7,-
난자완스,100,173,10.8,10.2,9.6,-
내장탕,100,78,7.8,4.3,1.9,-
"냉면, 물냉면",100,69,2,0.5,14.1,-
"냉면, 비빔냉면",100,114,3.6,1.1,22.3,-
"냉면, 열무냉면",100,66,2.6,0.7,12.2,-
"냉면, 회냉면",100,114,3.2,1.4,22.2,-
"덮밥, 불고기 덮밥",100,134,5.7,3.2,20.5,-
"덮밥, 오징어 덮밥",100,136,6.3,2.8,21.5,-
"덮밥, 제육 덮밥",100,156,6,4.4,23.1,-
"덮밥, 참치 덮밥",100,135,5.8,3.3,20.6,-
"덮밥, 회 덮밥",100,137,6,3.3,20.7,-
도가니탕,100,72,12.6,2.1,0.6,-
"돈저냐(동그랑땡), 냉동",100,225,9.4,14.5,14.1,-
동태찌개,100,46,5.8,2,1.3,-
돼지고기 볶음,100,175,11.5,10.3,9.1,-
된장찌개,100,37,2.9,1.3,3.4,-
떡만둣국,100,89,2.9,1.6,15.8,-
떡볶이,100,151,3.8,1.7,30.2,-
"라면, 조리전",100,369,8.59,11.47,69.44,0
"라면, 조리후",100,89,2,2.51,14.68,0
"라면, 국물, 조리후",100,19,0.44,0.96,2.08,0
"라면, 면, 조리후",100,174,3.89,4.37,29.79,0
"라면, 비빔라면, 조리후",100,189,3.38,5.67,31.01,1.81
"라면, 짜장라면, 조리후",100,177,3.66,4.28,31,0.63
"라면, 용기라면, 조리후",100,101,1.89,2.99,16.58,0
"라면, 용기라면, 국물, 조리후",100,28,0.61,1.44,3.21,0
"라면, 용기라면, 면, 조리후",100,192,3.5,4.95,33.42,0
"라면, 용기라면, 볶음라면, 조리전",100,392,8.75,11.46,63.47,4.03
"라면, 용기라면, 볶음라면, 조리후",100,202,4.52,5.39,33.9,3.28
라조기,100,199,10.3,11.7,13.1,-
마파두부,100,114,7.6,6.9,5.4,-
막국수,100,109,3.8,1.1,20.9,-
"만두, 고기 만두",100,208,9.38,6.58,27.79,0.49
"만두, 군만두",100,274,7,11.7,35.2,-
"만두, 김치 만두",100,187,8.13,6.59,23.82,0.67
"만두, 물만두",100,131,5.6,5.1,15.6,-
만둣국,100,62,3.1,2.5,6.8,-
"메밀 냉면 육수, 인스턴트",100,174,0.83,0.05,42.58,30.94
"미역국, 인스턴트, 조리전",100,323,9.4,3.6,63.2,-
"미트볼, 냉동",100,199,-10.2,-12.5,-13.4,-
"볶음밥, 김치 볶음밥",100,151,4.6,4.1,24,-
"볶음밥, 새우 볶음밥",100,175,4.5,4.9,28.2,-
"볶음밥, 오므라이스",100,162,4.8,4.8,25,-
"북어국, 인스턴트, 조리전",100,360,44.1,6.1,32.2,-
비빔 국수,100,113,3.4,2.1,20,-
비빔밥,100,141,4,3.7,23,-
"사골국, 인스턴트",100,10,1.4,0.4,0.3,-
"삼각김밥, 고추장 불고기",100,166,3.7,1.6,34.1,-
"삼각김밥, 숯불갈비",100,161,4,1.7,32.5,-
"삼각김밥, 참치 마요네즈",100,172,3.9,3.2,32,-
삼계탕,100,92,11.5,3.3,4.1,-
"샌드위치, 닭고기",100,250,16.28,11.19,20.89,3.64
"샌드위치, 생선",100,257,10.29,12.45,26.69,3.53
"샌드위치, 소고기",100,244,15.17,10.3,22.21,3.84
"샌드위치, 햄, 치즈",100,218,7.4,9.9,24.8,-
"샌드위치, 햄, 치즈, 채소",100,214,8.66,10.38,21.55,4.67
선짓국,100,42,6.4,1.2,1.4,-
소고기버섯죽,100,72,2.3,0.9,13.6,-
소고기육개장,100,49,3.1,2.7,3,-
소머리국밥,100,79,9.5,3.6,2.2,-
순대국,100,67,5.4,4.1,2.2,-
순두부찌개,100,50,3.6,3.1,1.9,-
"스튜, 레토르트",100,153,-4.1,-12.6,-7.1,-
"스튜, 크림 스튜, 레토르트",100,119,4.1,8,7.6,-
"스파게티, 미트소스 스파게티, 냉동",100,90,5.05,1.01,15.24,2.6
"스프, 소고기 스프, 가루",100,406,11.3,10.3,67.1,-
"스프, 소고기 스프, 가루, 끓인것",100,7,1.14,0.22,0.04,0
"스프, 소고기, 채소 스프, 가루, 끓인것",100,48,3.18,1.16,6.16,1.25
"스프, 양송이 스프, 가루",100,418,8.3,11.3,70.7,-
"스프, 양송이 스프, 가루, 끓인것",100,39,0.66,2.59,3.33,0.2
"스프, 양파 스프, 가루",100,293,7.48,0.34,65.07,4.65
"스프, 양파 스프, 가루, 끓인것",100,12,0.32,0.01,2.77,0.2
"스프, 콘소메 스프, 가루, 끓인것",100,11,2.52,0,0.32,0
"스프, 크림 스프, 가루",100,443,6.8,15.9,68.1,-
"스프, 크림 스프, 가루, 끓인것",100,30,0.72,0.97,4.7,-
알밥,100,155,3.6,2.6,29.2,-
알탕,100,61,9.5,1.8,1.6,-
양장피,100,92,6.6,3.8,7.8,-
연잎밥,100,207,4,0.3,47,-
"옥수수죽, 레토르트",100,62,-1.7,-2.6,-8.5,-
"우동, 일식 우동",100,60,1.9,1.1,10.6,-
"우동, 중식 우동",100,65,2.9,2.1,8.5,-
육회,100,153,14.9,6.2,9.4,-
잡채밥,100,136,3,2.9,24.5,-
잡탕밥,100,104,5.9,2.7,14,-
전복죽,100,74,1.6,1.2,14.3,-
짜장면,100,122,3,3.1,20.6,-
짜장밥,100,149,3,4.5,24,-
짬뽕,100,69,2.8,1.9,10.1,-
쫄면,100,133,4.1,2.2,24.3,-
청국장 찌개,100,68,5.6,3.9,2.6,-
"초밥, 광어 초밥",100,151,9,1.3,25.8,-
"초밥, 모듬 초밥",100,154,8.5,2,25.5,-
"초밥, 유부 초밥",100,165,4.32,2.51,31.26,2.11
추어탕,100,49,3.5,2.6,2.9,-
카레라이스,100,134,2.7,2.5,25.2,-
"칼국수, 해물",100,70,2.5,0.5,13.8,-
콩국수,100,83,3.9,1.3,14,-
콩나물해장국,100,32,3.4,1.3,1.7,-
"크로켓, 감자 크로켓, 냉동",100,157,4.6,4.9,25.3,-
"크로켓, 채소 크로켓, 냉동",100,264,3,12.9,34,-
"크로켓, 크림 크로켓, 냉동",100,159,4.7,6.3,20.9,-
탕수육,100,228,8.7,10,25.9,-
"튀김, 김말이튀김",100,251,2.4,12.5,32.1,-
"튀김, 채소튀김",100,321,3.6,17.3,37.6,-
팔보채,100,81,8.5,3.5,3.8,-
팥죽,100,83,3.1,0.6,16.3,-
"팥죽, 레토르트",100,117,3.9,0.4,24.4,-
"피자, 슈퍼슈프림 피자, 냉동",100,233,11.3,7.3,30.4,-
"피자, 치킨슈프림 피자, 냉동",100,250,11.9,9.3,29.6,-
"핫도그, 냉동",100,267,8.09,10.55,34.97,7.02
"햄버거, 소고기패티",100,271,11.94,8.94,35.76,6.59
"햄버거, 소고기패티, 토마토, 양상추, 양파",100,229,9.55,13.23,18.01,4.78
호박죽,100,74,1.2,1.1,14.9,-
"갈색 거저리, 유충, 생것",100,195,23.19,11,0.83,0.97
"갈색 거저리, 유충, 말린것",100,537,51.39,30.43,14.41,1.95
"고로쇠나무, 수액",100,5,0,0.02,1.44,1.08
"누에, 유충, 가루",100,482,50.85,26.53,10.06,0
"누에, 번데기, 생것",100,126,12.62,7.55,1.95,0
"누에, 번데기, 말린것",100,224,22.3,13.3,3.7,-
"누에, 번데기, 통조림",100,99,9.6,6.7,0,-
"단백질 보충제, 가루",100,411,45.71,17.14,18.5,5.71
"단백질 보충제, 저지방, 가루",100,396,50,12,22,4
"달팽이, 통조림",100,75,16.5,1,0.8,-
"달팽이, 생것",100,90,16.1,1.4,2,0
"대나무, 추출",100,2,0,0.1,0.2,-
"메뚜기, 성충, 생것",100,125,24.29,2.26,1.86,0
"삼백초, 말린것",100,301,12.1,3.8,67,-
"삼백초, 잎, 말린것",100,278,12.8,4.1,59.6,-
"삼백초, 줄기, 말린것",100,278,4.9,1.5,71.1,-
"솔잎, 생것",100,161,4.5,3.9,32.9,-
"솔잎, 추출",100,8,0.1,-,2.1,-
"송화, 가루",100,340,17.4,8.6,63.2,-
"수세미, 수액",100,4,0.8,-,0.7,-
"쌍별귀뚜라미, 성충, 생것",100,130,22.45,0,3.39,0
"인삼, 백삼, 말린것",100,316,15.7,0.5,69.8,-
"인삼, 수삼, 생것",100,90,4.12,0.76,18.85,8.1
"인삼, 수삼, 삶은것",100,86,3.54,0.69,18.23,9.18
"인삼, 홍삼, 말린것",100,309,13.02,1.24,68.25,8.3
"인삼, 홍삼, 추출",100,15,0.33,0.01,3.32,1.19
"장수풍뎅이, 유충, 말린것",100,502,44.62,27.21,19.55,0
"치자꽃, 생것",100,66,1.3,0.1,14.9,-
"팽창제, 베이킹파우더",100,51,0.1,0,24.1,0
"팽창제, 효모, 말린것",100,307,37.1,6.8,43.1,0.1
프로폴리스,100,642,0.5,50.3,46.9,-
"흰점박이 꽃무지, 유충, 생것",100,122,15.78,5.2,2.9,0
"흰점박이 꽃무지, 유충, 말린것",100,463,54.13,18.52,19.99,0.18
